 V1001009  S.F.Mughabghab  2006  2-HE-4  --  RECOM 2.53E-02  NAN 7.90E-01 2.00E-02



3-Li-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001010  S.F.Mughabghab  2006  3-LI-0  --  RECOM 2.53E-02  NAN 9.50E-01 4.00E-02



3-Li-6 (n,el)
# Evaluated data (n,el)
#     7.50E-01 (+/-  2.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001011  S.F.Mughabghab  2006  3-LI-6  --  RECOM 2.53E-02  NAN 7.50E-01 2.00E-02



3-Li-7 (n,el)
# Evaluated data (n,el)
#     9.70E-01 (+/-  4.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001013  S.F.Mughabghab  2006  3-LI-7  --  RECOM 2.53E-02  NAN 9.70E-01 4.00E-02



4-Be-9 (n,el)
# Evaluated data (n,el)
#     6.15E+00 (+/-  5.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     6.90E+00 (+/-  1.16E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year     sf4  sf8 sf9       en  den    ydata   yddata
 22518015  M.Goldhaber+  1937  4-BE-9  MXW  -- 2.53E-02  NAN 6.90E+00 1.16E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001017  S.F.Mughabghab  2006  4-BE-9  --  RECOM 2.53E-02  NAN 6.15E+00 5.00E-03



5-B-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year    sf4 sf8    sf9       en  den    ydata   yddata
 V1001020  S.F.Mughabghab  2006  5-B-0  --  RECOM 2.53E-02  NAN 4.27E+00 7.00E-02



5-B-10 (n,el)
# Evaluated data (n,el)
#     2.23E+00 (+/-  6.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001021  S.F.Mughabghab  2006  5-B-10  --  RECOM 2.53E-02  NAN 2.23E+00 6.00E-02



5-B-11 (n,el)
# Evaluated data (n,el)
#     4.83E+00 (+/-  4.00E-02)
# EXFOR data mean
#     4.90E+00 (+/-  2.00E-01)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset     firstauthor  year     sf4 sf8 sf9       en  den    ydata   yddata
 41280002  V.P.Vertebnyj+  1970  5-B-11  --  -- 2.53E-02  NAN 4.90E+00 2.00E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8   sf9       en  den    ydata   yddata
 V1001023  S.F.Mughabghab  2006  5-B-11  --  CALC 2.53E-02  NAN 4.84E+00 4.00E-02



6-C-0 (n,el)
# no Evaluated data
# EXFOR data mean
#     4.80E+00 (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
  dataset firstauthor  year    sf4 sf8 sf9       en  den    ydata  yddata
 23489003    B.Kimura  1942  6-C-0  --  -- 2.60E-02  NAN 4.80E+00     NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year    sf4 sf8    sf9       en  den    ydata   yddata
 V1001024  S.F.Mughabghab  2006  6-C-0  --  RECOM 2.53E-02  NAN 4.74E+00 5.00E-03



6-C-12 (n,el)
# Evaluated data (n,el)
#     4.75E+00 (+/-  2.00E-03)
# EXFOR data mean
#     4.80E+00 (+/-  1.00E-01)
# EXFOR MXW/SPA data mean
#     4.80E+00 (+/-  8.05E-01)
# ------ EXFOR data ------
  dataset     firstauthor  year     sf4 sf8 sf9       en  den    ydata   yddata
 41280003  V.P.Vertebnyj+  1970  6-C-12  --  -- 2.53E-02  NAN 4.80E+00 1.00E-01
# ------ MXW/SPA data ------
  dataset   firstauthor  year     sf4  sf8 sf9       en  den    ydata   yddata
 22518016  M.Goldhaber+  1937  6-C-12  MXW  -- 2.53E-02  NAN 4.80E+00 8.05E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001025  S.F.Mughabghab  2006  6-C-12  --  RECOM 2.53E-02  NAN 4.75E+00 2.00E-03



6-C-13 (n,el)
# Evaluated data (n,el)
#     4.19E+00 (+/-  1.20E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001028  S.F.Mughabghab  2006  6-C-13  --  RECOM 2.53E-02  NAN 4.19E+00 1.20E-01



7-N-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year    sf4 sf8    sf9       en  den    ydata   yddata
 V1001031  S.F.Mughabghab  2006  7-N-0  --  RECOM 2.53E-02  NAN 1.00E+01 8.00E-02



7-N-14 (n,el)
# Evaluated data (n,el)
#     1.00E+01 (+/-  1.20E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001032  S.F.Mughabghab  2006  7-N-14  --  RECOM 2.53E-02  NAN 1.00E+01 1.20E-01



7-N-15 (n,el)
# Evaluated data (n,el)
#     4.59E+00 (+/-  5.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001034  S.F.Mughabghab  2006  7-N-15  --  RECOM 2.53E-02  NAN 4.59E+00 5.00E-02



8-O-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year    sf4 sf8    sf9       en  den    ydata   yddata
 V1001037  S.F.Mughabghab  2006  8-O-0  --  RECOM 2.53E-02  NAN 3.76E+00 6.00E-03



8-O-16 (n,el)
# Evaluated data (n,el)
#     3.76E+00 (+/-  6.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001038  S.F.Mughabghab  2006  8-O-16  --  RECOM 2.53E-02  NAN 3.76E+00 6.00E-03



8-O-17 (n,el)
# Evaluated data (n,el)
#     3.61E+00 (+/-  6.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001041  S.F.Mughabghab  2006  8-O-17  --  RECOM 2.53E-02  NAN 3.61E+00 6.00E-02



9-F-19 (n,el)
# Evaluated data (n,el)
#     3.64E+00 (+/-  1.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     3.75E+00 (+/-       NAN)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset  firstauthor  year     sf4  sf8 sf9       en  den    ydata  yddata
 11434002  C.T.Hibdon+  1951  9-F-19  MXW  -- 2.53E-02  NAN 3.75E+00     NAN
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001046  S.F.Mughabghab  2006  9-F-19  --  RECOM 2.53E-02  NAN 3.64E+00 1.00E-02



10-Ne-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     2.40E+00 (+/-  2.40E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset firstauthor  year      sf4  sf8 sf9       en  den    ydata   yddata
 11181003  S.P.Harris  1950  10-NE-0  MXW  -- 2.53E-02  NAN 2.40E+00 2.40E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 21227006        R.Genin+  1963  10-NE-0  --  DERIV 2.53E-02  NAN 2.38E+00 4.00E-02
 10017007      D.C.Rorer+  1969  10-NE-0  --  DERIV 2.53E-02  NAN 2.42E+00 3.00E-02
 V1001049  S.F.Mughabghab  2006  10-NE-0  --  RECOM 2.53E-02  NAN 2.42E+00 1.00E-02



10-Ne-20 (n,el)
# Evaluated data (n,el)
#     2.47E+00 (+/-  3.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001050  S.F.Mughabghab  2006  10-NE-20  --  RECOM 2.53E-02  NAN 2.47E+00 3.00E-02



10-Ne-21 (n,el)
# Evaluated data (n,el)
#     5.22E+00 (+/-  3.00E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001053  S.F.Mughabghab  2006  10-NE-21  --  RECOM 2.53E-02  NAN 5.22E+00 3.00E-01



10-Ne-22 (n,el)
# Evaluated data (n,el)
#     1.71E+00 (+/-  9.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001055  S.F.Mughabghab  2006  10-NE-22  --  RECOM 2.53E-02  NAN 1.71E+00 9.00E-03



11-Na-23 (n,el)
# Evaluated data (n,el)
#     3.04E+00 (+/-  7.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001060  S.F.Mughabghab  2006  11-NA-23  --  RECOM 2.53E-02  NAN 3.04E+00 7.00E-03



12-Mg-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     4.20E+00 (+/-  7.04E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year      sf4  sf8 sf9       en  den    ydata   yddata
 22518021  M.Goldhaber+  1937  12-MG-0  MXW  -- 2.53E-02  NAN 4.20E+00 7.04E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001062  S.F.Mughabghab  2006  12-MG-0  --  RECOM 2.53E-02  NAN 3.41E+00 2.40E-03



12-Mg-24 (n,el)
# Evaluated data (n,el)
#     3.74E+00 (+/-  4.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001065  S.F.Mughabghab  2006  12-MG-24  --  RECOM 2.53E-02  NAN 3.74E+00 4.00E-02



12-Mg-25 (n,el)
# Evaluated data (n,el)
#     1.73E+00 (+/-  1.30E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001068  S.F.Mughabghab  2006  12-MG-25  --  RECOM 2.53E-02  NAN 1.70E+00 1.30E-01



12-Mg-26 (n,el)
# Evaluated data (n,el)
#     2.83E+00 (+/-  1.70E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001071  S.F.Mughabghab  2006  12-MG-26  --  RECOM 2.53E-02  NAN 2.83E+00 1.70E-01



13-Al-27 (n,el)
# Evaluated data (n,el)
#     1.41E+00 (+/-  1.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.60E+00 (+/-  2.68E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year       sf4  sf8 sf9       en  den    ydata   yddata
 22518022  M.Goldhaber+  1937  13-AL-27  MXW  -- 2.53E-02  NAN 1.60E+00 2.68E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001077  S.F.Mughabghab  2006  13-AL-27  --  RECOM 2.53E-02  NAN 1.41E+00 1.00E-03



14-Si-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.70E+00 (+/-  2.85E-01)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year      sf4  sf8 sf9       en  den    ydata   yddata
 22518023  M.Goldhaber+  1937  14-SI-0  MXW  -- 2.53E-02  NAN 1.70E+00 2.85E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001079  S.F.Mughabghab  2006  14-SI-0  --  RECOM 2.53E-02  NAN 2.04E+00 1.70E-03



14-Si-28 (n,el)
# Evaluated data (n,el)
#     1.99E+00 (+/-  6.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001080  S.F.Mughabghab  2006  14-SI-28  --  RECOM 2.53E-02  NAN 1.99E+00 6.00E-03



14-Si-29 (n,el)
# Evaluated data (n,el)
#     2.66E+00 (+/-  1.30E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001083  S.F.Mughabghab  2006  14-SI-29  --  RECOM 2.53E-02  NAN 2.62E+00 1.30E-01



14-Si-30 (n,el)
# Evaluated data (n,el)
#     2.49E+00 (+/-  4.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001086  S.F.Mughabghab  2006  14-SI-30  --  RECOM 2.53E-02  NAN 2.49E+00 4.00E-02



15-P-31 (n,el)
# Evaluated data (n,el)
#     3.13E+00 (+/-  1.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     1.04E+01 (+/-  1.74E+00)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset   firstauthor  year      sf4  sf8 sf9       en  den    ydata   yddata
 22518024  M.Goldhaber+  1937  15-P-31  MXW  -- 2.53E-02  NAN 1.04E+01 1.74E+00
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001091  S.F.Mughabghab  2006  15-P-31  --  RECOM 2.53E-02  NAN 3.13E+00 1.00E-02



16-S-0 (n,el)
# no Evaluated data
# EXFOR data mean
#     9.82E-01 (+/-  7.75E-03)
# EXFOR MXW/SPA data mean
#     1.10E+00 (+/-  1.84E-01)
# ------ EXFOR data ------
  dataset     firstauthor  year     sf4 sf8 sf9       en      den    ydata   yddata
 40615003  V.P.Vertebnyi+  1982  16-S-0  --  -- 2.53E-02 2.50E-06 1.06E+00 1.00E-02
 40615006  V.P.Vertebnyi+  1982  16-S-0  --  -- 2.60E-02      NAN 9.50E-01 7.00E-03
 40615006  V.P.Vertebnyi+  1982  16-S-0  --  -- 2.56E-02      NAN 9.61E-01 7.00E-03
 40615006  V.P.Vertebnyi+  1982  16-S-0  --  -- 2.50E-02      NAN 9.60E-01 7.00E-03
# ------ MXW/SPA data ------
  dataset   firstauthor  year     sf4  sf8 sf9       en  den    ydata   yddata
 22518025  M.Goldhaber+  1937  16-S-0  MXW  -- 2.53E-02  NAN 1.10E+00 1.84E-01
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001092  S.F.Mughabghab  2006  16-S-0  --  RECOM 2.53E-02  NAN 9.79E-01 5.00E-02



16-S-32 (n,el)
# Evaluated data (n,el)
#     9.43E-01 (+/-  2.10E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001093  S.F.Mughabghab  2006  16-S-32  --  RECOM 2.53E-02  NAN 9.43E-01 2.10E-03



16-S-33 (n,el)
# Evaluated data (n,el)
#     2.73E+00 (+/-  2.50E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001096  S.F.Mughabghab  2006  16-S-33  --  RECOM 2.53E-02  NAN 2.73E+00 2.50E-01



16-S-34 (n,el)
# Evaluated data (n,el)
#     1.46E+00 (+/-  3.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001098  S.F.Mughabghab  2006  16-S-34  --  RECOM 2.53E-02  NAN 1.46E+00 3.00E-02



17-Cl-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 V1001103  S.F.Mughabghab  2006  17-CL-0  --  RECOM 2.53E-02  NAN 1.58E+01 2.00E-01



17-Cl-35 (n,el)
# Evaluated data (n,el)
#     2.06E+01 (+/-  3.00E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001105  S.F.Mughabghab  2006  17-CL-35  --  RECOM 2.53E-02  NAN 2.06E+01 3.00E-01



17-Cl-37 (n,el)
# Evaluated data (n,el)
#     1.15E+00 (+/-  5.00E-02)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001109  S.F.Mughabghab  2006  17-CL-37  --  RECOM 2.53E-02  NAN 1.15E+00 5.00E-02



18-Ar-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#     8.00E-01 (+/-  8.00E-02)
# ------ EXFOR data ------
# ------ MXW/SPA data ------
  dataset firstauthor  year      sf4  sf8 sf9       en  den    ydata   yddata
 11181004  S.P.Harris  1950  18-AR-0  MXW  -- 2.53E-02  NAN 8.00E-01 8.00E-02
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
 21227009        R.Genin+  1963  18-AR-0  --  DERIV 2.53E-02  NAN 6.20E-01 2.00E-02
 10017008      D.C.Rorer+  1969  18-AR-0  --  DERIV 2.53E-02  NAN 6.38E-01 6.00E-03
 V1001111  S.F.Mughabghab  2006  18-AR-0  --  RECOM 2.53E-02  NAN 6.56E-01 3.00E-03



18-Ar-36 (n,el)
# Evaluated data (n,el)
#     7.37E+01 (+/-  4.00E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001112  S.F.Mughabghab  2006  18-AR-36  --  RECOM 2.53E-02  NAN 7.37E+01 4.00E-01



18-Ar-38 (n,el)
# Evaluated data (n,el)
#     1.50E+00 (+/-  1.50E+00)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001114  S.F.Mughabghab  2006  18-AR-38  --  RECOM 2.53E-02  NAN 1.50E+00 1.50E+00



18-Ar-40 (n,el)
# Evaluated data (n,el)
#     4.13E-01 (+/-  4.00E-03)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year       sf4 sf8    sf9       en  den    ydata   yddata
 V1001116  S.F.Mughabghab  2006  18-AR-40  --  RECOM 2.53E-02  NAN 4.13E-01 4.00E-03



19-K-0 (n,el)
# no Evaluated data
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year     sf4 sf8    sf9       en  den    ydata   yddata
 V1001120  S.F.Mughabghab  2006  19-K-0  --  RECOM 2.53E-02  NAN 2.04E+00 1.00E-01



19-K-39 (n,el)
# Evaluated data (n,el)
#     1.99E+00 (+/-  1.70E-01)
# EXFOR data mean
#          NAN (+/-       NAN)
# EXFOR MXW/SPA data mean
#          NAN (+/-       NAN)
# ------ EXFOR data ------
# ------ Recom./Eval./Deriv. data ------
  dataset     firstauthor  year      sf4 sf8    sf9       en  den    ydata   yddata
